numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2018,2,2018-03-01 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,TELEFONIA,02558157000162,TELEFONICA BRASIL S.A,149.99,0.00,149.99
2018,2,2018-03-01 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,TELEFONIA,02558157001487,Telefonica Brasil S.A,529.78,0.00,529.78
2018,2,2018-03-01 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,TELEFONIA,02558157001487,Telefonica Brasil S.A,166.89,0.00,166.89
2018,2,2018-03-01 00:00:00+00:00,CRISTIANE BRASIL,PTB,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,23721017000133,"T2 COMUNICACAO, VIDEO E PRODUCOES EIRELI",10000.00,0.00,10000.00
2018,2,2018-03-01 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,97548962000111,DT DESIGN LTDA - ME,100.00,0.00,100.00
2018,2,2018-03-01 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,19054870000171,TORRE COMUNICACAO E ESTRATEGIA LTDA,10000.00,0.00,10000.00
2018,2,2018-03-01 00:00:00+00:00,HUGO LEAL,PSD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,32086498000143,ALEF TELECOMUNICACOES E SISTEMAS LTDA,587.36,0.00,587.36
2018,2,2018-03-01 00:00:00+00:00,HUGO LEAL,PSD,RJ,TELEFONIA,33000118000179,TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL,6.72,0.00,6.72
2018,2,2018-03-01 00:00:00+00:00,HUGO LEAL,PSD,RJ,TELEFONIA,33000118000179,TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL,218.52,4.54,213.98
2018,2,2018-03-01 00:00:00+00:00,HUGO LEAL,PSD,RJ,TELEFONIA,33000118000179,TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL,91.05,2.73,88.32
2018,2,2018-03-01 00:00:00+00:00,JAIR BOLSONARO,PSL,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,00540252000103,PAPELARIA ABC COMERCIO E INDUSTRIA LTDA,473.38,0.00,473.38
2018,2,2018-03-01 00:00:00+00:00,JAIR BOLSONARO,PSL,RJ,TELEFONIA,02558157000162,TELEFONICA BRASIL S.A.,875.92,0.00,875.92
2018,2,2018-03-01 00:00:00+00:00,JANDIRA FEGHALI,PCdoB,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,06152877000184,MUZIK INFORMATICA E PROMOCOES DE EVENTOS LTDA,3068.00,0.00,3068.00
2018,2,2018-03-01 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,68554146000112,NOVA THORCK EQUIPAMENTOS E SERVICOS LTDA,750.00,0.00,750.00
2018,2,2018-03-01 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,TELEFONIA,33000118000179,TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL,282.68,0.00,282.68
2018,2,2018-03-01 00:00:00+00:00,MARCELO MATOS,PSD,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,26735227000179,GOLD CAR BRASILIA LOCACAO DE VEICULOS EIRELI,4500.00,0.00,4500.00
2018,2,2018-03-01 00:00:00+00:00,MARCELO MATOS,PSD,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,26735227000179,GOLD CAR BRASILIA LOCACAO DE VEICULOS EIRELI ME,4200.00,0.00,4200.00
2018,2,2018-03-01 00:00:00+00:00,MARCOS SOARES,DEM,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***14255***,luiz claudio silva alcantara,2000.00,0.00,2000.00
2018,2,2018-03-01 00:00:00+00:00,MARCOS SOARES,DEM,RJ,TELEFONIA,02558157000162,TELEFONICA BRASIL S.A.,319.98,0.00,319.98
2018,2,2018-03-01 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,TELEFONIA,02558157000162,TELEFONICA BRASIL S.A.,568.17,15.88,552.29
2018,2,2018-03-01 00:00:00+00:00,PEDRO PAULO,DEM,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,19335345000124,KRK MARKETING E COMUNICACAO DIGITAL EIRELI EPP,13000.00,0.00,13000.00
2018,2,2018-03-01 00:00:00+00:00,RODRIGO MAIA,DEM,RJ,TELEFONIA,02558157000162,TELEFÔNICA BRASIL S.A,1307.56,0.00,1307.56
2018,2,2018-03-01 00:00:00+00:00,SÓSTENES CAVALCANTE,DEM,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,11869422000114,HARUE LOCACAO DE VEICULOS LTDA,4000.00,0.00,4000.00
2018,2,2018-03-01 00:00:00+00:00,WADIH DAMOUS,PT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,40231003000150,DRM LANCA ADMINISTRADORA DE IMOVEIS LTDA,5620.00,7.50,5612.50
2018,2,2018-03-01 00:00:00+00:00,WADIH DAMOUS,PT,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28388875000121,RENAM VINICIUS CARVALHO SANTOS BRANDAO,10000.00,0.00,10000.00
2018,2,2018-03-01 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,11207983000158,O. F. SERVICOS DE VIGILANCIA LTDA,8000.00,0.00,8000.00
2018,2,2018-03-01 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,00082648000154,BAN CAR DE IGUACU VEICULOS LTDA,5700.00,0.00,5700.00
2018,2,2018-03-01 00:00:00+00:00,ZÉ AUGUSTO NALIN,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,05058162000102,VIVAS E NEWMANN LTDA.,3272.46,0.00,3272.46
2018,2,2018-03-01 00:00:00+00:00,ZÉ AUGUSTO NALIN,DEM,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,23825754000186,MARTA PAULINO 00999336169,2500.00,0.00,2500.00
2018,1,2018-03-01 00:00:00+00:00,FELIPE BORNIER,PROS,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28152622000154,Santos E Nogueira GRAFICA E SERVIÇOS LTDA,18000.00,0.00,18000.00
2018,1,2018-03-01 00:00:00+00:00,ZÉ AUGUSTO NALIN,DEM,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,23825754000186,MARTA PAULINO 00999336169,2500.00,0.00,2500.00
2018,2,2018-02-28 16:44:38+00:00,HUGO LEAL,PSD,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,40.85,0.00,40.85
2018,2,2018-02-28 14:55:05+00:00,PAULO FEIJÓ,PR,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,42.07,0.00,42.07
2018,2,2018-02-28 14:31:51+00:00,ALTINEU CÔRTES,PR,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX 10,64.40,0.00,64.40
2018,2,2018-02-28 13:49:23+00:00,ALESSANDRO MOLON,PSB,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,31.26,0.00,31.26
2018,2,2018-02-28 13:47:14+00:00,MARCELO MATOS,PSD,RJ,SERVIÇOS POSTAIS,,CORREIOS - CARTA REGISTRADA COM AR,23.70,0.00,23.70
2018,2,2018-02-28 13:34:33+00:00,AROLDE DE OLIVEIRA,PSD,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,31.26,0.00,31.26
2018,2,2018-02-28 13:06:38+00:00,ALESSANDRO MOLON,PSB,RJ,SERVIÇOS POSTAIS,,CORREIOS - CARTA REGISTRADA,35.25,0.00,35.25
2018,2,2018-02-28 11:12:18+00:00,RODRIGO MAIA,DEM,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX 10,69.40,0.00,69.40
2018,2,2018-02-28 10:19:02+00:00,ALESSANDRO MOLON,PSB,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX 10 COM AR,69.40,0.00,69.40
2018,3,2018-02-28 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,10557900000198,"BMJF SERVICOS DE EDITORACAO ELETRONICA, REDACAO E COMPOSICAO DE TEXTOS EIRELI",2500.00,0.00,2500.00
2018,2,2018-02-28 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,14715136000192,POSTO DE GASOLINA CARDOSO DE CASTRO LTDA,150.93,0.00,85.33
2018,2,2018-02-28 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,14715136000192,POSTO DE GASOLINA CARDOSO DE CASTRO LTDA,150.93,0.00,65.60
2018,2,2018-02-28 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",37990298000134,RÁDIO TÁXI ALVORADA LTDA,37.00,0.00,37.00
2018,2,2018-02-28 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINDICATO DOS PERMISSIONARIOS DE TAXIS E MOTORISTAS AUXILIARES DO DISTRITO FEDERAL,18.00,0.00,18.00
2018,2,2018-02-28 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",07424109000103,SINDICATO DOS TAXISTAS DO DISTRITO FEDERAL- SINTAXI,21.00,0.00,21.00
2018,2,2018-02-28 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,777.03,0.00,777.03
2018,2,2018-02-28 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1918.93,0.00,1918.93
2018,2,2018-02-28 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,07821726000134,DFM DERIVADOS DE PETROLEO LTDA,205.02,0.00,205.02
2018,2,2018-02-28 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,19442550000199,"TAPAJOS CONSULTORIA , SERVICOS E COMERCIO LTDA",18500.00,0.00,18500.00
2018,2,2018-02-28 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172001644,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,69.22,0.00,69.22
2018,2,2018-02-28 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,-414.78,0.00,-414.78
2018,2,2018-02-28 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,623.03,0.00,623.03
2018,2,2018-02-28 00:00:00+00:00,ALTINEU CÔRTES,PR,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,04477802000148,OLIMAR ADMINISTRACAO DE IMOVEIS LTDA,5891.82,544.62,5347.20
2018,2,2018-02-28 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,09239486000190,MFPRINT COMERCIO E LOCACAO DE IMPRESSORAS EIRELI - ME,300.00,0.00,300.00
2018,2,2018-02-28 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,07976147002295,MOVIDA LOCACAO DE VEICULOS S.A.,3300.00,0.00,3300.00
2018,2,2018-02-28 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1736.93,0.00,1736.93
2018,2,2018-02-28 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1289.17,0.00,1289.17
2018,2,2018-02-28 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,20645413000130,AUTO POSTO ORIGINAL BRASILIA 409 DERIVADOS DE PETROLEO LTDA,141.46,0.00,141.46
2018,2,2018-02-28 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1582.17,0.00,1582.17
2018,2,2018-02-28 00:00:00+00:00,CABO DACIOLO,PATRI,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1019.93,0.00,1019.93
2018,2,2018-02-28 00:00:00+00:00,CABO DACIOLO,PATRI,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,2029.68,0.00,2029.68
2018,2,2018-02-28 00:00:00+00:00,CELSO PANSERA,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,03888413000142,POSTO PIONEIRO DA CAPIVARI LTDA,180.00,0.00,180.00
2018,2,2018-02-28 00:00:00+00:00,CELSO PANSERA,PT,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,623.03,0.00,623.03
2018,2,2018-02-28 00:00:00+00:00,CELSO PANSERA,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,779.31,0.00,779.31
2018,2,2018-02-28 00:00:00+00:00,CELSO PANSERA,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,769.31,0.00,769.31
2018,2,2018-02-28 00:00:00+00:00,CELSO PANSERA,PT,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1705.93,0.00,1705.93
2018,2,2018-02-28 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172000672,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,24.02,0.00,24.02
2018,2,2018-02-28 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,476.27,0.00,476.27
2018,2,2018-02-28 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,180.27,0.00,180.27
2018,2,2018-02-28 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,476.27,0.00,476.27
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***09568***,ALFREDO LUIZ MARTINS FONTES,2300.00,0.00,2300.00
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,10302320000150,REAL TONER IMPRESSORAS LTDA,836.56,0.00,836.56
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,10302320000150,REAL TONER IMPRESSORAS LTDA,730.00,0.00,730.00
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,17027492000101,ASSOCIACAO BELAS ARTES DE PRESTADORES DE SERVICOS ARTISTICOS ESPORTIVOS E CULTURAIS,12000.00,0.00,12000.00
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,05457150000142,CASA DE ALIMENTOS PIABA LTDA,23.63,0.00,23.63
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINDICATO DOS PERMISSIONARIOS DE TAXIS E MOTORISTAS AUXILIARES DO DISTRITO FEDERAL,15.00,0.00,15.00
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINDICATO DOS PERMISSIONARIOS DE TAXIS E MOTORISTAS AUXILIARES DO DISTRITO FEDERAL,23.00,0.00,23.00
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINDICATO DOS PERMISSIONARIOS DE TAXIS E MOTORISTAS AUXILIARES DO DISTRITO FEDERAL,23.00,0.00,23.00
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINDICATO DOS PERMISSIONARIOS DE TAXIS E MOTORISTAS AUXILIARES DO DISTRITO FEDERAL,40.00,0.00,40.00
2018,2,2018-02-28 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1576.93,0.00,1576.93
2018,2,2018-02-28 00:00:00+00:00,CRISTIANE BRASIL,PTB,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,12132854000100,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA - ME,131.40,0.00,131.40
2018,2,2018-02-28 00:00:00+00:00,CRISTIANE BRASIL,PTB,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,170.00,0.00,170.00
2018,2,2018-02-28 00:00:00+00:00,DELEY,PTB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,39759030000111,APF DISTRIBUIDORA DE COMBUSTIVEL LTDA,215.42,0.00,215.42
2018,2,2018-02-28 00:00:00+00:00,DELEY,PTB,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,713.03,0.00,713.03
2018,2,2018-02-28 00:00:00+00:00,DELEY,PTB,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1330.17,0.00,-1330.17
2018,2,2018-02-28 00:00:00+00:00,EZEQUIEL TEIXEIRA,PODE,RJ,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",05520462000153,FISCHER & FILIPPO - ADVOGADOS,5500.00,0.00,5500.00
2018,2,2018-02-28 00:00:00+00:00,FELIPE BORNIER,PROS,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,2018.93,0.00,2018.93
2018,2,2018-02-28 00:00:00+00:00,FRANCISCO FLORIANO,DEM,RJ,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,18739098000169,TECNOVIG SEGURANCA E VIGILANCIA LTDA,8000.00,0.00,8000.00
2018,2,2018-02-28 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***38102***,LEONARDO DA SILVEIRA,2721.00,0.00,2721.00
2018,2,2018-02-28 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,04804979000101,POSTO DE GASOLINA BOA VIAGEM DE FRIBURGO LTDA,264.76,0.00,264.76
2018,2,2018-02-28 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,04804979000101,POSTO DE GASOLINA BOA VIAGEM DE FRIBURGO LTDA,100.00,0.00,100.00
2018,2,2018-02-28 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28276194000171,CENTRO NORTE FM STEREO LTDA,2500.00,0.00,2500.00
2018,2,2018-02-28 00:00:00+00:00,HUGO LEAL,PSD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,30649586000180,AICA ADMINISTRACAO IMOBILIARIA EIRELI,2655.59,0.00,2655.59
2018,2,2018-02-28 00:00:00+00:00,HUGO LEAL,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00570871000140,G A P POSTO DE SERVICOS LTDA,150.00,0.00,150.00
2018,2,2018-02-28 00:00:00+00:00,HUGO LEAL,PSD,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",08996181000160,ASSOCIACAO DE MOTORISTAS DE TAXI AUTONOMOS NOVO LEBLON,28.80,0.00,28.80
2018,2,2018-02-28 00:00:00+00:00,HUGO LEAL,PSD,RJ,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",31134885000145,TRANSPORTES UNICA PETROPOLIS LTDA,25.28,0.00,25.28
2018,2,2018-02-28 00:00:00+00:00,HUGO LEAL,PSD,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,717.03,0.00,717.03
2018,2,2018-02-28 00:00:00+00:00,INDIO DA COSTA,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,03482208000182,AUTO POSTO JK LTDA,250.01,0.00,250.01
2018,2,2018-02-28 00:00:00+00:00,INDIO DA COSTA,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1576.93,0.00,1576.93
2018,2,2018-02-28 00:00:00+00:00,JAIR BOLSONARO,PSL,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,38024675000143,QUASAR LOCADORA DE VEICULOS LTDA - EPP,3800.00,0.00,3800.00
2018,2,2018-02-28 00:00:00+00:00,JANDIRA FEGHALI,PCdoB,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,09388727000162,INSIST INFORMATICA & SISTEMA LTDA,990.00,0.00,990.00
2018,2,2018-02-28 00:00:00+00:00,JANDIRA FEGHALI,PCdoB,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,10892621000180,KARPER ALUGUEL DE VEICULOS S/A,3200.00,0.00,3200.00
2018,2,2018-02-28 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00692418000107,AUTO POSTO CINCO ESTRELAS LTDA,221.40,0.00,221.40
2018,2,2018-02-28 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,13347016000117,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,239.27,0.00,239.27
2018,2,2018-02-28 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,21308637000110,RF PRODUCOES ARTISTICAS LTDA,6500.00,0.00,6500.00
2018,2,2018-02-28 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,444.41,0.00,444.41
2018,2,2018-02-28 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,444.78,0.00,444.78
2018,2,2018-02-28 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,444.41,0.00,444.41
2018,2,2018-02-28 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,444.78,0.00,444.78
2018,2,2018-02-28 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,418.41,0.00,418.41
2018,2,2018-02-28 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,234.41,0.00,234.41
2018,2,2018-02-28 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,438.17,0.00,438.17
2018,2,2018-02-28 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,378.93,0.00,378.93
2018,2,2018-02-28 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,03953506000103,BELINI PAES E GASTRONOMIA,22.85,0.00,22.85
2018,2,2018-02-28 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,05233063000101,COMIDAS REGIONAIS DO BRASIL LTDA ME,38.81,0.00,38.81
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***54381***,JOSE FERNANDO XIMENES ROCHA,6858.80,0.00,6858.80
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,01985828000109,CENTRO AUTOMOTIVO ESQUILOS LTDA,100.00,0.00,100.00
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,33288671000159,GARAGEM MEIER LTDA,90.00,0.00,90.00
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,28502714000117,POSTO SAO JOSE LTDA,208.14,0.00,208.14
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172000672,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,23.87,0.00,23.87
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1027.93,0.00,1027.93
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,552.93,0.00,552.93
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,127.00,0.00,127.00
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,382.17,0.00,382.17
2018,2,2018-02-28 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,276.93,0.00,276.93
